-1.000000000000000e-07	0.000000000000000e+00	4.753577139666542e-01	4.958187220583557e-02	
-1.000000000000000e-07	2.631579210526316e-01	4.695003871428718e-01	7.555524976568721e-02	
-1.000000000000000e-07	2.105263368421053e-01	4.737968912717662e-01	6.708163150721924e-02	
-1.000000000000000e-07	1.578947526315790e-01	4.688867264755029e-01	6.282485883456081e-02	
-1.000000000000000e-07	1.052631684210526e-01	4.766459970014579e-01	6.992755535148384e-02	
-1.000000000000000e-07	5.263158421052631e-02	4.683126510021275e-01	7.291047612480715e-02	
-1.000000000000000e-07	3.157895052631579e-01	4.799958206827054e-01	7.743521556711781e-02	
-1.000000000000000e-07	3.684210894736842e-01	4.922965310549109e-01	6.223891261348462e-02	
-1.000000000000000e-07	4.210526736842105e-01	4.793866542635165e-01	7.414932115762984e-02	
-1.000000000000000e-07	4.736842578947368e-01	4.969323017215871e-01	7.272310489140334e-02	
-1.000000000000000e-07	5.263158421052632e-01	5.156272336450725e-01	5.726630501392085e-02	
-1.000000000000000e-07	5.789474263157895e-01	5.119718740115639e-01	6.860128613600759e-02	
-1.000000000000000e-07	6.315790105263158e-01	5.085308469634593e-01	7.788961111547585e-02	
-1.000000000000000e-07	6.842105947368421e-01	5.461718632459486e-01	9.611010966269322e-02	
-1.000000000000000e-07	7.368421789473685e-01	5.139822670492366e-01	9.171620829543144e-02	
-1.000000000000000e-07	7.894737631578947e-01	5.258452105763567e-01	8.588598064819601e-02	
-1.000000000000000e-07	8.421053473684210e-01	5.365691401605819e-01	1.071820172311430e-01	
-1.000000000000000e-07	8.947369315789473e-01	5.178831460990647e-01	1.146737895306785e-01	
-1.000000000000000e-07	9.473685157894737e-01	4.580549255966538e-01	8.363213649056209e-02	
-6.158482110660263e-08	0.000000000000000e+00	4.694580379795186e-01	6.854853364974560e-02	
-1.000000000000000e-07	1.000000100000000e+00	4.484685721724458e-01	9.954343240808694e-02	
-6.158482110660263e-08	5.263158421052631e-02	4.592326010793677e-01	6.414548753805895e-02	
-6.158482110660263e-08	1.052631684210526e-01	4.614962895215089e-01	6.969862072522534e-02	
-6.158482110660263e-08	1.578947526315790e-01	4.644275455053893e-01	6.850050126363864e-02	
-6.158482110660263e-08	2.105263368421053e-01	4.639267064040792e-01	8.878109338485783e-02	
-6.158482110660263e-08	2.631579210526316e-01	4.553570252003306e-01	8.431061376236823e-02	
-6.158482110660263e-08	3.157895052631579e-01	4.676635991087089e-01	8.566694194560799e-02	
-6.158482110660263e-08	3.684210894736842e-01	4.771079335156450e-01	7.380677659957975e-02	
-6.158482110660263e-08	4.210526736842105e-01	4.709066148224427e-01	6.703339699779935e-02	
-6.158482110660263e-08	4.736842578947368e-01	4.930261859496981e-01	6.309289771433674e-02	
-6.158482110660263e-08	5.263158421052632e-01	5.164414589437196e-01	8.501086241607782e-02	
-6.158482110660263e-08	5.789474263157895e-01	5.336553351522980e-01	8.421794644599961e-02	
-6.158482110660263e-08	6.315790105263158e-01	5.362520012193529e-01	9.686692862626062e-02	
-6.158482110660263e-08	6.842105947368421e-01	4.769546437451392e-01	9.517156382058758e-02	
-6.158482110660263e-08	7.368421789473685e-01	4.977873680613625e-01	1.094089661814502e-01	
-6.158482110660263e-08	7.894737631578947e-01	4.923455170031984e-01	1.215790228342425e-01	
-6.158482110660263e-08	8.421053473684210e-01	4.950604960278050e-01	1.095399635986560e-01	
-6.158482110660263e-08	8.947369315789473e-01	4.808180867239862e-01	1.185497966369091e-01	
-6.158482110660263e-08	9.473685157894737e-01	4.754325814661454e-01	1.307531326291096e-01	
-3.792690190732249e-08	0.000000000000000e+00	4.468236755269649e-01	8.918075092627015e-02	
-6.158482110660263e-08	1.000000100000000e+00	4.638129564650758e-01	1.340250602663307e-01	
-3.792690190732249e-08	5.263158421052631e-02	4.566806113067544e-01	9.044644326873889e-02	
-3.792690190732249e-08	1.052631684210526e-01	4.587592665831949e-01	8.657635981862764e-02	
-3.792690190732249e-08	1.578947526315790e-01	4.685326257795426e-01	8.545475156005757e-02	
-3.792690190732249e-08	2.105263368421053e-01	4.592338392693104e-01	6.886139891403863e-02	
-3.792690190732249e-08	2.631579210526316e-01	4.513016198777633e-01	7.572666943901760e-02	
-3.792690190732249e-08	3.157895052631579e-01	4.669142909660026e-01	7.740018250030666e-02	
-3.792690190732249e-08	3.684210894736842e-01	4.598208879538593e-01	7.972246491262233e-02	
-3.792690190732249e-08	4.210526736842105e-01	4.662723589007637e-01	7.087467749663626e-02	
-3.792690190732249e-08	4.736842578947368e-01	5.050675038661290e-01	8.388099627155256e-02	
-3.792690190732249e-08	5.263158421052632e-01	5.187411670282742e-01	8.151113963267109e-02	
-3.792690190732249e-08	5.789474263157895e-01	5.491633613416733e-01	8.385929092092290e-02	
