-2.904606121598046e-08	4.527315960974285e-01	8.495931996345701e-02	
-2.647395290480231e-08	4.497038818221227e-01	9.719057058259725e-02	
-2.412961183253610e-08	4.452836933134010e-01	9.558080641004089e-02	
-2.199286858606030e-08	4.294554145086311e-01	9.611189244436887e-02	
-2.004533980905240e-08	4.263360844896611e-01	7.853200060499292e-02	
-1.827027004176540e-08	4.604620817258375e-01	8.385970808932965e-02	
-1.665238756632532e-08	4.309258557504563e-01	8.698324427836461e-02	
-1.517777301732272e-08	4.252310592399905e-01	9.524461829626701e-02	
-1.383373962729622e-08	4.427289612469812e-01	8.887272551598671e-02	
-1.260872407680681e-08	4.156533612047880e-01	6.981899079163228e-02	
-1.149218701003700e-08	4.160106460928885e-01	7.789571228791918e-02	
-1.047452236000633e-08	4.247716963426940e-01	7.193765557236580e-02	
-9.546974703287536e-09	4.249633888407777e-01	8.289875928056892e-02	
-8.701563933188907e-09	4.390084603804648e-01	9.153681177987151e-02	
-7.931016603333052e-09	4.294527007335710e-01	7.188156208034555e-02	
-7.228703350949566e-09	4.434115080056912e-01	7.701313910030015e-02	
-6.588581861506815e-09	4.457840390672884e-01	8.384734510279235e-02	
-6.005144883981762e-09	4.520952113484686e-01	9.303063139715165e-02	
-5.473372849520145e-09	4.424825889763927e-01	9.685889716312462e-02	
-4.988690685844118e-09	4.472468558218249e-01	8.065478654843201e-02	
-4.546928455862411e-09	4.618547148020280e-01	9.493282880324065e-02	
-4.144285481839423e-09	4.766561002098589e-01	7.944541872675180e-02	
-3.777297646467459e-09	4.921236338727583e-01	9.584548617436491e-02	
-3.442807589518621e-09	4.793178711243186e-01	7.356846416447417e-02	
-3.137937543664828e-09	4.869013685922908e-01	7.563287532403405e-02	
-2.860064575760392e-09	5.102523734625809e-01	6.324555438972115e-02	
-2.606798020576923e-09	5.027685276881468e-01	7.380336872293121e-02	
-2.375958912842763e-09	5.263608673040020e-01	6.736434993842412e-02	
-2.165561240631754e-09	5.259526847189016e-01	5.316704862501820e-02	
-1.973794858815769e-09	5.212669292171379e-01	8.549466484629627e-02	
-1.799009915577833e-09	5.495973714096470e-01	9.677574041611481e-02	
-1.639702658000207e-09	5.487829111125659e-01	8.634610243059537e-02	
-1.494502494606524e-09	5.218389527321804e-01	1.309629183690667e-01	
-1.362160203551273e-09	5.051405179774472e-01	9.327967966371911e-02	
-1.241537185006413e-09	4.995981134764605e-01	1.122192072669038e-01	
-1.131595665278608e-09	5.470356567391340e-01	1.027534052451178e-01	
-1.031389768378721e-09	5.006834643730598e-01	8.704042543290698e-02	
-9.400573782282967e-10	5.124705494973705e-01	1.340796267260863e-01	
-8.568127214899483e-10	5.205332402919993e-01	1.330290422326403e-01	
-7.809396072084504e-10	5.177903356830319e-01	7.030095489919563e-02	
-7.117852651001311e-10	5.377264739345291e-01	1.059488028843920e-01	
-6.487547294786289e-10	5.212517681436037e-01	9.189412842869907e-02	
-5.913057204993993e-10	5.275331166027355e-01	1.232649755569284e-01	
-5.389439786840606e-10	5.035570584345018e-01	1.243482612623851e-01	
-4.912190125853861e-10	5.007678160103243e-01	9.456385509305221e-02	
-4.477202230082131e-10	4.726710306023094e-01	8.296763355146125e-02	
-4.080733704412155e-10	4.868805617054534e-01	1.053362841740336e-01	
-3.719373553072648e-10	5.106047126206237e-01	1.197651980119700e-01	
-3.390012833314499e-10	4.667665539865894e-01	1.181876942823169e-01	
-3.089817907788014e-10	4.726414172383421e-01	8.872664033170949e-02	
-2.816206065495394e-10	4.528533792002112e-01	9.988110867597498e-02	
-2.566823301574695e-10	4.660130833490554e-01	1.061611631019745e-01	
-2.339524064744826e-10	4.630740922264198e-01	8.851229140407706e-02	
-2.132352798169764e-10	4.610721343218409e-01	1.183171204327591e-01	
-1.943527114929827e-10	4.826712549934374e-01	9.079342094788236e-02	
-1.771422463351086e-10	4.580435513951240e-01	9.856155212795251e-02	
-1.614558150261838e-10	4.539822187925816e-01	1.163869969141915e-01	
-1.471584601928056e-10	4.368956797394086e-01	9.459886061081590e-02	
-1.341271753067898e-10	4.445254719898283e-01	1.271805336669149e-01	
-1.222498464050785e-10	4.147883591826387e-01	1.379425159864321e-01	
-1.114242875232510e-10	4.453311798239349e-01	9.662672897806411e-02	
-1.015573615440418e-10	4.548026918763289e-01	1.162617011440318e-01	
-9.256417889712792e-11	4.224073225081962e-01	1.428091829417017e-01	
-8.436736721624845e-11	4.686099151543878e-01	1.343088435498842e-01	
-7.689640567018717e-11	4.402313663866853e-01	1.314023532765542e-01	
-7.008701824056906e-11	4.474127739369229e-01	1.317451857655484e-01	
-6.388062072657206e-11	3.941622457564126e-01	1.283845020712214e-01	
-5.822381671888660e-11	4.008828227630269e-01	1.338231774076502e-01	
-5.306793820656121e-11	3.902350823801682e-01	1.309711762592916e-01	
-4.836862686437181e-11	3.768617667621859e-01	1.232017058852175e-01	
-4.408545241834130e-11	3.934138081397719e-01	1.186627460856742e-01	
-4.018156480603808e-11	3.968944706830902e-01	1.318839871001036e-01	
-3.662337713903370e-11	3.832992480613448e-01	1.410017168562284e-01	
-3.338027673990301e-11	3.739454547833053e-01	1.378928327071461e-01	
-3.042436176769004e-11	3.395241264375192e-01	1.400571429934047e-01	
-2.773020116591061e-11	3.385897201942590e-01	1.398958261081750e-01	
-2.527461586781727e-11	3.323085876817664e-01	1.332208007033836e-01	
-2.303647937653695e-11	3.465475322971002e-01	1.317073889523396e-01	
-2.099653600438446e-11	3.496892735427181e-01	1.346900087953548e-01	
-1.913723520758258e-11	3.567540736982126e-01	1.268820077811814e-01	
-1.744258059109662e-11	3.386457516663590e-01	1.118750822560790e-01	
-1.589799228450477e-11	3.398620318292521e-01	1.253335685023781e-01	
-1.449018150486201e-11	3.414072217167603e-01	1.268753232455624e-01	
-1.320703622736631e-11	3.504457262304980e-01	1.216499231446186e-01	
-1.203751698020067e-11	3.472733960110729e-01	1.194906728986939e-01	
-1.097156186702726e-11	3.476666368620875e-01	1.204319471209499e-01	
-1.000000000000000e-11	3.374440397382544e-01	1.118892711508245e-01	
