-6.901224802908532e-06	1.043364285638401e-01	4.897323592919524e-02	
-8.307361074919359e-06	9.694749511304623e-02	4.845903059548138e-02	
-6.290102436234460e-06	1.041771850748982e-01	5.025697827659221e-02	
-1.000000000000000e-05	9.424158337396203e-02	6.454309302352437e-02	
-7.571721488337401e-06	8.066416632754062e-02	3.641039922208264e-02	
-9.114472598521189e-06	8.502782973598452e-02	6.429198444560084e-02	
-5.733096629695035e-06	1.269642991564001e-01	6.612590675890451e-02	
-4.762690378027989e-06	1.309072866525411e-01	5.523467252264184e-02	
-4.340941094577663e-06	1.318328471446825e-01	5.793144184346390e-02	
-5.225415213602957e-06	1.008684579171551e-01	5.723283212033527e-02	
-3.956538865832267e-06	1.058697669944614e-01	4.369109936282790e-02	
-3.606176507761230e-06	1.493105793281431e-01	8.094109865588851e-02	
-3.286839696542056e-06	1.417533219227293e-01	6.883408987073171e-02	
-2.995781034986427e-06	1.582760004296964e-01	6.428748574699925e-02	
-2.730496415455323e-06	1.719990698805482e-01	7.812428054407455e-02	
-2.488703475902787e-06	1.881524568319608e-01	8.975134751473259e-02	
-2.268321963696039e-06	1.978068726466854e-01	6.782544917126965e-02	
-2.067455838273131e-06	2.267044104305679e-01	6.902381326126712e-02	
-1.884376958659311e-06	2.031763291535208e-01	6.866269786696989e-02	
-1.717510215498499e-06	2.337249811377413e-01	6.494072106943040e-02	
-1.565419979684129e-06	2.747619401368657e-01	8.031495678460611e-02	
-1.426797751000859e-06	2.909949365479588e-01	7.167639784541838e-02	
-1.300450900512898e-06	2.963857766796748e-01	9.096523536949143e-02	
-1.185292409844701e-06	3.363164473929600e-01	6.325089122572047e-02	
-1.080331519076468e-06	3.321257962378777e-01	5.910934558583873e-02	
-9.846652027941231e-07	3.344861683984393e-01	6.206539249849995e-02	
-8.974704009584345e-07	3.557348901509980e-01	5.893037294486084e-02	
-8.179969377519477e-07	3.656083658154680e-01	6.512507113309923e-02	
-7.455610674814366e-07	3.927407178045003e-01	6.553961891157038e-02	
-6.795395920083764e-07	3.879626271972651e-01	6.487104329633266e-02	
-6.193644990970612e-07	4.009724164399741e-01	6.106609633106663e-02	
-5.645180755516967e-07	4.006410398616646e-01	6.786306899605030e-02	
-5.145284530985853e-07	4.341648625803235e-01	6.609656869500145e-02	
-4.689655486926551e-07	4.275690967366629e-01	6.725818489418202e-02	
-4.274373643209658e-07	4.481759233552983e-01	7.792361351870103e-02	
-3.895866144687561e-07	4.541876694606781e-01	6.023020442317754e-02	
-3.550876522326116e-07	4.501137737257868e-01	9.287269729119163e-02	
-3.236436676347358e-07	4.741034975425594e-01	7.740872001432372e-02	
-2.688624806652941e-07	4.485341483626660e-01	7.594415635806503e-02	
-2.450539712794258e-07	4.707464847945553e-01	7.731904952151192e-02	
-2.949841340341699e-07	4.398876928209899e-01	8.669404192204479e-02	
-2.233537706385124e-07	4.464704173985856e-01	9.421446558265817e-02	
-2.035751822261109e-07	4.676860089385786e-01	9.400882432577722e-02	
-1.855480420138844e-07	4.639361027658417e-01	8.839580285629706e-02	
-1.691172544644807e-07	5.012343155947070e-01	6.867327532932252e-02	
-1.541414581753645e-07	4.640091911588181e-01	8.317709834153343e-02	
-1.404918096835459e-07	4.691769902933222e-01	6.641810322265489e-02	
-1.280508749677333e-07	4.786523267777567e-01	8.081523481002061e-02	
-1.167116191110068e-07	4.739492622262095e-01	1.061049482788007e-01	
-1.063764854316314e-07	4.591938253612285e-01	7.734912518221246e-02	
-9.695655615935915e-08	4.597952144548932e-01	1.055102399621709e-01	
-8.837078743614603e-08	4.718575797638149e-01	1.056548302364127e-01	
-8.054531205964932e-08	4.625757965016717e-01	7.507811954422391e-02	
-7.341280397070124e-08	4.412753258527702e-01	8.717993323849803e-02	
-6.691189901715636e-08	4.696247767777789e-01	6.677334771539040e-02	
-6.098666701068888e-08	4.502337218829481e-01	7.255124392629336e-02	
-5.558613053440591e-08	4.729037997838713e-01	8.325912657476719e-02	
-5.066382636136650e-08	4.521854723757869e-01	9.772602939042632e-02	
-4.617740571069107e-08	4.732347246510131e-01	9.338695308651668e-02	
-4.208826990208894e-08	4.529699436477490e-01	9.904678755368657e-02	
-3.836123827417535e-08	4.614818652024211e-01	9.552243846734013e-02	
-3.496424550953138e-08	4.307024571081853e-01	8.510243563072441e-02	
-3.186806576245911e-08	4.760326198252366e-01	8.830395049956374e-02	
